cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
20428393,302,ENG - Shallow Excavations,0,302,ENG - Shallow Excavations,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510847
20428393,302,ENG - Shallow Excavations,1,23660,Dust PM10 and PM2.5 Generation,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510848
20428393,302,ENG - Shallow Excavations,2,304,"Wet, Ground Water Near the Surface (75 - 180cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,762510849
20428393,302,ENG - Shallow Excavations,3,10910,Flooding Occas/Freqent Freq.,1,0.6,Flooding,0.6,Flooding,0.6,Flooding,0.6,Flooding,0,0,0,762510850
20428393,302,ENG - Shallow Excavations,4,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.32,Unstable excavation walls,0.32,Unstable excavation walls,0.971,Unstable excavation walls,0,0,0,762510851
20428393,395,ENG - Small Commercial Buildings,0,395,ENG - Small Commercial Buildings,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,762510852
20428393,395,ENG - Small Commercial Buildings,1,213,Flooding (Maximum Frequency),1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,762510853
20428393,395,ENG - Small Commercial Buildings,2,343,"Wet, Ground Water Near the Surface (45 -75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,762510854
20428393,395,ENG - Small Commercial Buildings,3,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,762510855
20428393,23656,ENG - Unpaved Local Roads and Streets,0,23656,ENG - Unpaved Local Roads and Streets,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510856
20428393,23656,ENG - Unpaved Local Roads and Streets,1,23660,Dust PM10 and PM2.5 Generation,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510857
20428393,23656,ENG - Unpaved Local Roads and Streets,2,401,"Wet, Ground Water Near the Surface (30 - 75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,762510858
20428393,23656,ENG - Unpaved Local Roads and Streets,3,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,762510859
20428393,23656,ENG - Unpaved Local Roads and Streets,4,399,Potential Frost Action > Low,1,1,Frost action,1,Frost action,1,Frost action,1,Frost action,0,0,0,762510860
20428393,23656,ENG - Unpaved Local Roads and Streets,5,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,762510861
20428393,57992,Farm and Garden Composting Facility - Surface,0,57992,Farm and Garden Composting Facility - Surface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,762510862
20428393,57992,Farm and Garden Composting Facility - Surface,1,20467,"Soil Strength (AASHTO Group Index, 0-50cm)",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,762510863
20428393,57992,Farm and Garden Composting Facility - Surface,2,57993,Depth to Saturation (50-100cm),1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,762510864
20428393,57992,Farm and Garden Composting Facility - Surface,3,314,Flooding Limitation,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,762510865
20428393,57992,Farm and Garden Composting Facility - Surface,4,20487,Precipitation,1,0.043,Low precipitation,0.087,Low precipitation,0.087,Low precipitation,0.101,Low precipitation,0,0,0,762510866
20428393,351,FOR - Construction Limitations for Haul Roads/Log Landings,0,351,FOR - Construction Limitations for Haul Roads/Log Landings,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,1,1,0,762510867
20428393,351,FOR - Construction Limitations for Haul Roads/Log Landings,1,23660,Dust PM10 and PM2.5 Generation,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510868
20428393,351,FOR - Construction Limitations for Haul Roads/Log Landings,2,314,Flooding Limitation,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,762510869
20428393,351,FOR - Construction Limitations for Haul Roads/Log Landings,3,542,Stickiness/Slope Limitation,1,0,Stickiness/slope,0.5,Stickiness/slope,0.5,Stickiness/slope,0.5,Stickiness/slope,0,0,0,762510870
20428393,670,FOR - Hand Planting Suitability,0,670,FOR - Hand Planting Suitability,0,0.5,Moderately suited,0.75,Poorly suited,0.75,Poorly suited,0.75,Poorly suited,0,0,0,762510871
20428393,670,FOR - Hand Planting Suitability,1,25121,"Stickiness Limitation (4), Revised",1,0.5,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0,0,0,762510872
20428393,559,FOR - Harvest Equipment Operability,0,559,FOR - Harvest Equipment Operability,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,1,1,0,762510873
20428393,559,FOR - Harvest Equipment Operability,1,23660,Dust PM10 and PM2.5 Generation,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510874
20428393,559,FOR - Harvest Equipment Operability,2,25133,"Stickiness Limitation (1), Revised",1,0,Stickiness,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0,0,0,762510875
20428393,348,FOR - Log Landing Suitability,0,348,FOR - Log Landing Suitability,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,1,1,0,762510876
20428393,348,FOR - Log Landing Suitability,1,23660,Dust PM10 and PM2.5 Generation,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510877
20428393,348,FOR - Log Landing Suitability,2,314,Flooding Limitation,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,762510878
20428393,348,FOR - Log Landing Suitability,3,335,Wetness Limitation (1),1,0.5,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,762510879
20428393,348,FOR - Log Landing Suitability,4,25133,"Stickiness Limitation (1), Revised",1,0,Stickiness,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0,0,0,762510880
20428393,63742,FOR - Mechanical Planting Suitability,0,63742,FOR - Mechanical Planting Suitability,0,0.358,Moderately suited,0.75,Poorly suited,0.75,Poorly suited,0.75,Poorly suited,0,0,0,762510881
20428393,63742,FOR - Mechanical Planting Suitability,1,61437,Stickiness Limitation (4) (Updated),1,0.358,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0,0,0,762510882
20428393,63742,FOR - Mechanical Planting Suitability,2,61443,Wetness Limitation (6) (Updated),1,0.25,Wetness,0.25,Wetness,0.25,Wetness,0.25,Wetness,0,0,0,762510883
20428393,63743,FOR - Mechanical Site Preparation (Deep),0,63743,FOR - Mechanical Site Preparation (Deep),0,0.25,Moderately suited,0.25,Moderately suited,0.25,Moderately suited,0.25,Moderately suited,0,0,0,762510884
20428393,63743,FOR - Mechanical Site Preparation (Deep),1,61458,Wetness Limitation (5) (Updated),1,0.25,Wetness,0.25,Wetness,0.25,Wetness,0.25,Wetness,0,0,0,762510885
20428393,63744,FOR - Mechanical Site Preparation (Surface),0,63744,FOR - Mechanical Site Preparation (Surface),0,0.125,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,0,0,0,762510886
20428393,63744,FOR - Mechanical Site Preparation (Surface),1,61460,"Stickiness Limitation (3), Revised (Updated)",1,0,Stickiness,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0,0,0,762510887
20428393,63744,FOR - Mechanical Site Preparation (Surface),2,61468,Wetness Limitation (4) (Updated),1,0.125,Wetness,0.125,Wetness,0.125,Wetness,0.125,Wetness,0,0,0,762510888
20428393,63745,FOR - Potential Erosion Hazard (Off-Road/Off-Trail),0,63745,FOR - Potential Erosion Hazard (Off-Road/Off-Trail),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510889
20428393,63745,FOR - Potential Erosion Hazard (Off-Road/Off-Trail),1,63707,Surface Water Erosion Hazard with R,1,NA,Not rated; Kfact,NA,Not rated; Kfact,NA,Not rated; Kfact,NA,Not rated; Kfact,0,0,0,762510890
20428393,330,FOR - Potential Erosion Hazard (Road/Trail),0,330,FOR - Potential Erosion Hazard (Road/Trail),0,0,Slight,0,Slight,0,Slight,0,Slight,0,0,0,762510891
20428393,10458,FOR - Potential Fire Damage Hazard,0,10458,FOR - Potential Fire Damage Hazard,0,0,Low,0,Low,0,Low,0,Low,1,0,0,762510892
20428393,10599,FOR - Potential Seedling Mortality,0,10599,FOR - Potential Seedling Mortality,0,0,Low,1,High,1,High,1,High,1,1,0,762510893
20428393,10599,FOR - Potential Seedling Mortality,1,10536,Wetness Limitation (7),1,0,Wetness,1,Wetness,1,Wetness,1,Wetness,0,1,0,762510894
20428393,297,FOR - Road Suitability (Natural Surface),0,297,FOR - Road Suitability (Natural Surface),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,1,1,0,762510895
20428393,297,FOR - Road Suitability (Natural Surface),1,23660,Dust PM10 and PM2.5 Generation,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510896
20428393,297,FOR - Road Suitability (Natural Surface),2,314,Flooding Limitation,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,762510897
20428393,297,FOR - Road Suitability (Natural Surface),3,335,Wetness Limitation (1),1,0.5,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,762510898
20428393,297,FOR - Road Suitability (Natural Surface),4,25133,"Stickiness Limitation (1), Revised",1,0,Stickiness,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0,0,0,762510899
20428393,281,FOR - Soil Rutting Hazard,0,281,FOR - Soil Rutting Hazard,0,0,Slight,0,Slight,0,Slight,0,Slight,0,1,0,762510900
20428393,63746,FOR - Windthrow Hazard,0,63746,FOR - Windthrow Hazard,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510901
20428393,63746,FOR - Windthrow Hazard,1,44491,Low Cohesion (Part 620),1,NA,Not rated; Sieve #200 or PI,NA,Not rated; Sieve #200 or PI,NA,Not rated; Sieve #200 or PI,NA,Not rated; Sieve #200 or PI,0,0,0,762510902
20428393,63746,FOR - Windthrow Hazard,2,61448,Windthrow Water Table (Updated),1,1,Water table depth,1,Water table depth,1,Water table depth,1,Water table depth,0,0,0,762510903
20428393,63746,FOR - Windthrow Hazard,3,63738,Windthrow Hillslope Rating,1,0.3,Hillslope position,0.3,Hillslope position,0.3,Hillslope position,0.3,Hillslope position,0,0,0,762510904
20428393,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),0,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510905
20428393,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),1,56158,"USFS Region 4, Native Surface Roads - Slope and AASHTO GI",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510906
20428393,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),2,51818,"USFS Region 4, Native Surface Roads - Ponding and Flooding",1,0,Ponding or flooding,0,Ponding or flooding,0,Ponding or flooding,0,Ponding or flooding,0,0,0,762510907
20428393,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),3,58535,"USFS Region 4, Native Surface Roads - Water Table v2",1,0,Depth to water table,0,Depth to water table,0,Depth to water table,0,Depth to water table,0,0,0,762510908
20428393,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),4,48699,"USFS Region 4, Native Surface Roads - Slope",1,0,Slope gradient,0,Slope gradient,0,Slope gradient,1,Slope gradient,0,0,0,762510909
20428393,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),5,56154,"USFS Region 4, Native Surface Roads - Slope and LEP",1,0.362,Shrink-swell,0.362,Shrink-swell,0.362,Shrink-swell,0.362,Shrink-swell,0,0,0,762510910
20428393,54580,Fragile Soil Index,0,54580,Fragile Soil Index,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510911
20428393,54580,Fragile Soil Index,1,54581,Vegetative Cover,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510912
20428393,54580,Fragile Soil Index,2,54639,Structure Index of Surface,1,0.25,Well structured,0.25,Well structured,0.25,Well structured,0.25,Well structured,0,0,0,762510913
20428393,54580,Fragile Soil Index,3,54579,Organic Matter in surface Layer,1,0.067,High organic matter,0.067,High organic matter,0.067,High organic matter,0.067,High organic matter,0,0,0,762510914
20428393,54580,Fragile Soil Index,4,54638,Slope full range,1,0,Nearly level,0.018,Nearly level,0.018,Nearly level,0.036,Nearly level,0,0,0,762510915
20428393,825,"GRL - Fencing, Post Depth =<24 inches",0,825,"GRL - Fencing, Post Depth =<24 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,762510916
20428393,825,"GRL - Fencing, Post Depth =<24 inches",1,10032,GRL-Depth to Water Table <24 inches,1,1,<24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,0,0,0,762510917
20428393,825,"GRL - Fencing, Post Depth =<24 inches",2,855,GRL-Shrink-Swell of Thickest Layer Within 0-24 inches),1,0.376,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,762510918
20428393,825,"GRL - Fencing, Post Depth =<24 inches",3,826,"GRL-Too Clayey, 0-24 inches",1,0.726,18 to 45% Clay,0.884,18 to 45% Clay,0.884,18 to 45% Clay,0.975,18 to 45% Clay,0,0,0,762510919
20428393,825,"GRL - Fencing, Post Depth =<24 inches",4,10034,GRL-Flooding frequency,1,0.6,Occasional Flooding,0.6,Occasional Flooding,0.6,Occasional Flooding,0.6,Occasional Flooding,0,0,0,762510920
20428393,825,"GRL - Fencing, Post Depth =<24 inches",5,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,762510921
20428393,883,"GRL - Fencing, Post Depth =<36 inches",0,883,"GRL - Fencing, Post Depth =<36 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,762510922
20428393,883,"GRL - Fencing, Post Depth =<36 inches",1,878,"GRL-Shrink-Swell of Thickest Layer, 0-36 inches",1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,762510923
20428393,883,"GRL - Fencing, Post Depth =<36 inches",2,10033,GRL-Depth to Water Table <36 inches,1,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,0,0,0,762510924
20428393,883,"GRL - Fencing, Post Depth =<36 inches",3,877,"GRL-Too Clayey, 0-36 inches",1,0.726,18 to 45% Clay,0.884,18 to 45% Clay,0.884,18 to 45% Clay,0.975,18 to 45% Clay,0,0,0,762510925
20428393,883,"GRL - Fencing, Post Depth =<36 inches",4,10034,GRL-Flooding frequency,1,0.6,Occasional Flooding,0.6,Occasional Flooding,0.6,Occasional Flooding,0.6,Occasional Flooding,0,0,0,762510926
20428393,883,"GRL - Fencing, Post Depth =<36 inches",5,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,762510927
20428393,26588,Ground Penetrating Radar Penetration,0,26588,Ground Penetrating Radar Penetration,0,0.5,Moderate penetration,0.667,Low penetration,0.667,Low penetration,0.667,Low penetration,0,0,0,762510928
20428393,26588,Ground Penetrating Radar Penetration,1,26595,"GPR - Attenuation Due to Clay, Water, and Exchangeable Ions",1,0.5,"Attenuation due to clay, water, and exchangeable ions",0.667,"Attenuation due to clay, water, and exchangeable ions",0.667,"Attenuation due to clay, water, and exchangeable ions",0.667,"Attenuation due to clay, water, and exchangeable ions",0,0,0,762510929
20428393,25190,MIL - Bivouac Areas (DOD),0,25190,MIL - Bivouac Areas (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,762510930
20428393,25190,MIL - Bivouac Areas (DOD),1,41902,Depth to High Water Table 45 to 75cm,1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,762510931
20428393,25190,MIL - Bivouac Areas (DOD),2,41903,Flooding > None Frequency,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,762510932
20428393,25190,MIL - Bivouac Areas (DOD),3,41905,Ksat Minimum 0.42 to 4.2 um/sec; 0 to 100cm,1,0.024,Slow water movement,0.145,Slow water movement,0.145,Slow water movement,0.388,Slow water movement,0,0,0,762510933
20428393,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),0,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),0,0.969,Somewhat limited,0.969,Somewhat limited,0.969,Somewhat limited,0.971,Somewhat limited,0,0,0,762510934
20428393,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),1,34225,Depth to Water Table 0 to 120cm,1,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0,0,0,762510935
20428393,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),2,34234,Flooding Occasional or Frequent,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,762510936
20428393,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.32,Unstable excavation walls,0.32,Unstable excavation walls,0.971,Unstable excavation walls,0,0,0,762510937
20428393,25192,MIL - Excavations for Individual Fighting Position (DOD),0,25192,MIL - Excavations for Individual Fighting Position (DOD),0,0.82,Somewhat limited,0.82,Somewhat limited,0.82,Somewhat limited,0.82,Somewhat limited,0,0,0,762510938
20428393,25192,MIL - Excavations for Individual Fighting Position (DOD),1,34335,Depth to Water Table 0 to 50cm,1,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0,0,0,762510939
20428393,25192,MIL - Excavations for Individual Fighting Position (DOD),2,34234,Flooding Occasional or Frequent,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,762510940
20428393,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,0.986,Somewhat limited,0.986,Somewhat limited,0.986,Somewhat limited,0.986,Somewhat limited,0,0,0,762510941
20428393,25193,MIL - Excavations for Vehicle Fighting Position (DOD),1,34345,Depth to Water Table 0 to 180cm,1,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0,0,0,762510942
20428393,25193,MIL - Excavations for Vehicle Fighting Position (DOD),2,34234,Flooding Occasional or Frequent,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,762510943
20428393,25193,MIL - Excavations for Vehicle Fighting Position (DOD),3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.32,Unstable excavation walls,0.32,Unstable excavation walls,0.971,Unstable excavation walls,0,0,0,762510944
20428393,25194,MIL - Helicopter Landing Zones (DOD),0,25194,MIL - Helicopter Landing Zones (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510945
20428393,25194,MIL - Helicopter Landing Zones (DOD),1,41912,"Silty Surface, revised",1,NA,Not rated; Taxonomic or texture class,NA,Not rated; Taxonomic or texture class,NA,Not rated; Taxonomic or texture class,NA,Not rated; Taxonomic or texture class,0,0,0,762510946
20428393,25194,MIL - Helicopter Landing Zones (DOD),2,41910,Flooding (MIL),1,0.6,Occasional flooding,0.6,Occasional flooding,0.6,Occasional flooding,0.6,Occasional flooding,0,0,0,762510947
20428393,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510948
20428393,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),1,25660,"MIL - Soil Strength Veh-1, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510949
20428393,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510950
20428393,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),3,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510951
20428393,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510952
20428393,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),1,25661,"MIL - Soil Strength Veh-1, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510953
20428393,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510954
20428393,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),3,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510955
20428393,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510956
20428393,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),1,25653,"MIL - Soil Strength Veh-1, dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510957
20428393,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),2,25675,"MIL - Slipperiness Veh. 1,2 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510958
20428393,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),3,25688,"MIL - Stickiness Veh. 1,2 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510959
20428393,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),0,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510960
20428393,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),1,25662,"MIL - Soil Strength Veh-2, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510961
20428393,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510962
20428393,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),3,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510963
20428393,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510964
20428393,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),1,25664,"MIL - Soil Strength Veh-2, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510965
20428393,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510966
20428393,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),3,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510967
20428393,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510968
20428393,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),1,25654,"MIL - Soil Strength Veh-2, dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510969
20428393,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),2,25688,"MIL - Stickiness Veh. 1,2 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510970
20428393,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),3,25675,"MIL - Slipperiness Veh. 1,2 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510971
20428393,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510972
20428393,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),1,25663,"MIL - Soil Strength Veh-3, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510973
20428393,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),2,25693,"MIL - Stickiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510974
20428393,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),3,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510975
20428393,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510976
20428393,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),1,25665,"MIL - Soil Strength Veh-3, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510977
20428393,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),2,25693,"MIL - Stickiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510978
20428393,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),3,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762510979
